,op_id,op_type,suc,MACA,CV_DSP
100,node96,Relu,['node108'],144168,144168
101,node98,Relu,['node99'],142762,142762
102,node102,Relu,['node103'],141213,141213
103,node106,Conv,['node107'],108058,637983
104,node99,Conv,['node100'],148207,6662552
105,node103,Conv,['node104'],140579,4569571
106,node107,Relu,['node108'],142558,142558
107,node100,Relu,['node108'],145433,145433
108,node104,Relu,['node108'],142558,142558
109,node108,Concat,['node109'],88661,88661
110,node109,MaxPool,"['node110', 'node112', 'node116', 'node120']",71844,231104
111,node110,Conv,['node111'],71596,479188
112,node112,Conv,['node113'],70468,1620758
113,node116,Conv,['node117'],137452,954755
114,node120,MaxPool,['node121'],137118,179597
115,node111,Relu,['node123'],141569,141569
116,node113,Relu,['node114'],141314,141314
117,node117,Relu,['node118'],140850,140850
118,node121,Conv,['node122'],70230,1620758
119,node114,Conv,['node115'],167692,4561889
120,node118,Conv,['node119'],137647,1688254
121,node122,Relu,['node123'],141152,141152
122,node115,Relu,['node123'],141821,141821
123,node119,Relu,['node123'],141152,141152
124,node123,Concat,"['node124', 'node126', 'node130', 'node134']",141059,141059
125,node124,Conv,['node125'],67774,608657
126,node126,Conv,['node127'],70150,1620651
127,node130,Conv,['node131'],137776,954755
128,node134,MaxPool,['node135'],137118,179597
129,node125,Relu,['node137'],141849,141849
130,node127,Relu,['node128'],141480,141480
131,node131,Relu,['node132'],140861,140861
132,node135,Conv,['node136'],70230,1620758
133,node128,Conv,['node129'],70305,1315220
134,node132,Conv,['node133'],85882,1634975
135,node136,Relu,['node137'],141152,141152
136,node129,Relu,['node137'],141849,141849
137,node133,Relu,['node137'],141152,141152
138,node137,Concat,['node138'],141059,141059
139,node138,AveragePool,['node139'],-1,216906
140,node139,Reshape,['node141'],-1,143690
141,node141,Gemm,[],300,300
